store_id,store_address,store_city,store_province,store_postalCode
0878,478 DUNDAS STREET W,OAKVILLE,ON,L6H 6Y3
0902,7070 MCLAUGHLIN RD,MISSISSAUGA,ON,L5W 1W7
0917,4865 LESLIE ST.,TORONTO,ON,M2J 2K8
1034,420 LYNDOCK ST.,CORUNNA,ON,N0N 1G0
1054,25 HAMILTON ST N,WATERDOWN,ON,L8B 0E5
1175,19 STOVER ST N.,NORWICH,ON,N0J 1P0
1217,343 KENT STREET WEST,LINDSAY,ON,K9V 2Z7
1321,390 QUEEN'S QUAY WEST,TORONTO,ON,M5V 3A6
1328,603 FANSHAWE PARK ROAD WEST,LONDON,ON,N6G 5B3
1386,9980 DUFFERIN STREET,VAUGHAN,ON,L6A 4K5
1438,235 IRA NEEDLES,KITCHENER,ON,N2N 0B2
1517,368 BROCK ST S,WHITBY,ON,L1N 4K4
1847,995 WILFRID HAMEL BLVD,QUEBEC,QC,G1M 2R7
2260,120 CITY CENTRE,KITIMAT,BC,V8C 1T6
2273,5940 UNIVERSITY BLVD,VANCOUVER,BC,V6T 1Z3
2291,1966 GUTHRIE ROAD,COMOX,BC,V9M 3X7
2391,8756 COUNTRY HILLS BLVD NW,CALGARY,AB,T3G 0E2
2409,4718 50 STREET,STETTLER,AB,T0C 2L0
2446,5351 167 AVENUE NW,EDMONTON,AB,T5Y 0L2
3007,154 MEMORIAL AVE,PARKSVILLE,BC,V9P 2G4
0081,85 BOUL. BRIEN,REPENTIGNY,QC,J6A 8B6
0109,251 WATER ST,BOTWOOD,NL,A0H 1E0
0148,131 KING ST,NORTH SYDNEY,NS,B2A 3S1
0225,2271 HARVEY AVE,KELOWNA,BC,V1Y 6H2
0308,501 FIRST AVE S,LETHBRIDGE,AB,T1J 4L9
0314,3012 17TH AVE. S.E.,CALGARY,AB,T2A 0P9
0328,10955 23 AVE.,EDMONTON,AB,T6J 7B9
0548,1120 GRANT AVE,WINNIPEG,MB,R3M 2A6
0551,1485 PORTAGE AVE,WINNIPEG,MB,R3G 0W4
0626,888 MEADOWLANDS DR E,OTTAWA,ON,K2C 3R2
0702,25 PEEL CENTRE DR,BRAMPTON,ON,L6T 3R5
0718,2600 NEW LAKESHORE RD.,BRIGHT'S GROVE,ON,N0N 1C0
0808,3010 BLOOR ST  W,ETOBICOKE,ON,M8X 1C2
0813,725 COLLEGE STREET,TORONTO,ON,M6G 1C5
0880,1571 SANDHURST CIRCLE,SCARBOROUGH,ON,M1V 1V2
0910,1642 MERIVALE RD,OTTAWA,ON,K2G 4A1
0955,15408 YONGE ST.,AURORA,ON,L4G 1N9
0972,67 VICTORIA ST. E,ALLISTON,ON,L9R 1L5
1006,90 BOWES STREET,PARRY SOUND,ON,P2A 2L7
1080,1118 ADELAIDE ST N,LONDON,ON,N5Y 2N5
1089,615 SCOTTSDALE DRIVE,GUELPH,ON,N1G 3P4
1158,185 KING GEORGE RD.,BRANTFORD,ON,N3R 7R9
1279,446 HOLLANDVIEW TRAIL,AURORA,ON,L4G 3H1
1528,181 GREENBANK ROAD,OTTAWA,ON,K2H 5V6
1544,2794 VICTORIA PARK AVE,TORONTO,ON,M2J 4A8
1607,930 13IEME AVENUE NORD,SHERBROOKE,QC,J1E 3J7
1927,835 RENE-LEVESQUE OUEST,QUEBEC,QC,G1S 1T4
2113,20678 WILLOUGHBY TOWN CENTRE DRIVE,LANGLEY,BC,V2Y 0L7
2209,19150 LOUGHEED HIGHWAY,PITT MEADOWS,BC,V3Y 2H6
2223,150 ESPLANADE W,NORTH VANCOUVER,BC,V7M 1A3
2292,1295 SEYMOUR STREET,VANCOUVER,BC,V6B 3N6
2358,6302 50TH STREET,BEAUMONT,AB,T4X 0B6
2377,5970 MULLEN WAY NW,EDMONTON,AB,T6R 0S9
2419,777 NORQUAY DRIVE,WINKLER,MB,R6W 2S2
0117,143 BENNETT DRIVE,GANDER,NL,A1V 2E6
0118,390 TOPSAIL RD,ST. JOHN'S,NL,A1E 5Y7
0146,766 SACKVILLE DR,LOWER SACKVILLE,NS,B4E 1R7
0172,1040 PROSPECT ST,FREDERICTON,NB,E3B 3C1
0262,8305 MAIN ST,OSOYOOS,BC,V0H 1V0
0356,3625 SHAGANAPPI TRAIL N.W.,CALGARY,AB,T3A 0E2
0539,1555 REGENT AVE. W.,WINNIPEG,MB,R2C 4J2
0559,795 KEEWATIN ST.,WINNIPEG,MB,R2X 3B9
0588,350 ST. GEORGE STREET,MONCTON,NB,E1C 1X1
0604,1201 DIVISION ST,KINGSTON,ON,K7K 6X4
0623,2339 OGILVIE RD,OTTAWA,ON,K1J 8M6
0703,150 FIRST ST,ORANGEVILLE,ON,L9W 3T7
0721,499 HESPELER RD,CAMBRIDGE,ON,N1R 6J2
0755,75 CENTENNIAL PARKWAY N,HAMILTON,ON,L8E 2P2
0803,1500 AVENUE RD,TORONTO,ON,M5M 3X2
0903,3730 LAKE SHORE BLVD WEST,ETOBICOKE,ON,M8W 1N6
0953,111 ALBERT STREET,OTTAWA,ON,K1P 1A5
0968,301 OXFORD ST. W.,LONDON,ON,N6H 1S6
0970,14729 YONGE ST,AURORA,ON,L4G 1N1
1096,101 HOLIDAY INN DR,CAMBRIDGE,ON,N3C 1Z3
1103,199 SANDWICH  ST. S,AMHERSTBURG,ON,N9V 1Z9
1145,126 KING STREET  WEST,BROCKVILLE,ON,K6V 3R3
1232,180 DANFORTH AVE,TORONTO,ON,M4K 1N1
1326,3938 COTTRELLE BLVD,BRAMPTON,ON,L6P 2R1
1366,5230 MITCH OWENS ROAD,MANOTICK,ON,K4M 1B2
1414,260 QUEEN STREET WEST,TORONTO,ON,M5V 1Z8
1506,231 KING STREET WEST,PRESCOTT,ON,K0E 1T0
2014,660 PORTLAND STREET,DARTMOUTH,NS,B2W 2M8
2125,5955 MAIN STREET,OLIVER,BC,V0H 1T0
2221,1780 WEST BROADWAY,VANCOUVER,BC,V6J 1Y1
2230,5555 GILBERT ROAD,RICHMOND,BC,V7C 0B8
2366,19489 SETON CRESCENT SE,CALGARY,AB,T3M 1T4
2387,2067 33RD AVENUE SW,CALGARY,AB,T2T 1Z5
1932,698 RUE ST-JEAN,QUEBEC,QC,G1R 1P8
3075,1525 ALBION ROAD,ETOBICOKE,ON,M9V 5G5
1850,1768 BOUL DES LAURENTIDES,LAVAL,QC,H7M 2P6
3088,380 BOVAIRD DRIVE E,BRAMPTON,ON,L6Z 2S8
0260,2051 MCCALLUM RD,ABBOTSFORD,BC,V2S 3N5
1235,1971 SALEM ROAD NORTH,AJAX,ON,L1T 0J9
1242,2863 ELLESMERE RD,SCARBOROUGH,ON,M1E 5E9
0184,860 MOUNTAIN RD,MONCTON,NB,E1C 2N7
0569,62A WATER STREET,LA SCIE,NL,A0K 3M0
0084,6180 CHEMIN DE LA COTE-DES-NEIGES,MONTREAL,QC,H3S 1Z7
2224,14867 108TH AVE,SURREY,BC,V3R 1W2
0113,16 GOFF AVE,CARBONEAR,NL,A1Y 1A6
1547,181 MAIN STREET W,HAMILTON,ON,L8P 4S1
2126,4295 BLACKCOMB WAY,WHISTLER,BC,V8E 0X2
1540,359 RIVERSIDE DRIVE,SUDBURY,ON,P3E 1H5
2472,3709 CHUKA BLVD,REGINA,SK,S4V 3P7
0748,1011 UPPER MIDDLE RD,OAKVILLE,ON,L6H 4L5
3077,1983 COLUMBIA AVENUE,CASTLEGAR,BC,V1N 2W8
1031,123 MITTON ST S,SARNIA,ON,N7T 3C5
2392,6315 HORN STREET,RED DEER,AB,T4N 6H5
0566,350 MAIN STREET,WESLEYVILLE,NL,A0G 4R0
1273,298 DALHOUSIE STREET,OTTAWA,ON,K1N 7E7
0554,790 SHERBROOK ST.,WINNIPEG,MB,R3A 1M3
2285,260 4TH AVE,KIMBERLEY,BC,V1A 2R6
3045,1538 SHERBROOKE OUEST,MONTREAL,QC,H3G 1L5
1556,876 MONTREAL ROAD,OTTAWA,ON,K1K 4L3
3076,3320 RICHTER STREET,KELOWNA,BC,V1W 4V5
2469,2037 111 STREET NW,EDMONTON,AB,T6J 4V9
3038,55 DE L'EGLISE,MONTREAL,QC,H4G 3E7
3056,175 STILLVIEW ROAD,POINTE-CLAIRE,QC,H9R 4S3
2259,4634 PARK AVE,TERRACE,BC,V8G 1V7
0940,555 UNIVERSITY AVE.,TORONTO,ON,M5G 1X8
2335,40 SUNPARK PLAZA SE,CALGARY,AB,T2X 3X7
1519,701 SHEPPARD AVE EAST,TORONTO,ON,M2K 2Z3
2029,9 KINLOCK ROAD,STRATFORD,PE,C1B 1L8
3009,240 PENETANGUISHENE ROAD,MIDLAND,ON,L4R 4P4
2031,204 FRESHWATER ROAD,ST. JOHN'S,NL,A1C 2P5
1550,2446 BANK STREET,OTTAWA,ON,K1V 1A4
